Adresas , Rajonas, Kambarių sk, Plotas, Kaina, Šildymas, Pastato tipas, Metai
 Plačioji g.,Senamiestis,2,46.45,129000.0,Centriniskolektorinis,Mūrinis,2019,
 Plačioji g.,Senamiestis,3,55.43,135500.0,Centriniskolektorinis,Mūrinis,2019,
 Žirmūnų g.,Žirmūnai,2,44.35,68000.0,Centriniskolektorinis,Blokinis,1965,
 Žygimantų g.,Senamiestis,4,103.3,309900.0,Centriniskolektorinis,Mūrinis,2021,
 Ukmergės g.,Pašilaičiai,3,78,116000.0,Dujinis,Mūrinis,2003,
 Latvių g.,Žvėrynas,2,50.99,123600.0,Centrinis,Mūrinis,1984,
 Plačioji g.,Senamiestis,3,68.32,191500.0,Centriniskolektorinis,Mūrinis,2019,
 Pilkalnio g.,Pilaitė,4,80.63,86520.0,Aeroterminis,Mūrinis,2019,
 P. Vileišio g.,Antakalnis,3,59,82000.0,Centrinis,Mūrinis,1965,
 Gedimino pr.,Naujamiestis,5,170.14,833700.0,Centriniskolektorinis,Mūrinis,2018,
 Žygimantų g.,Senamiestis,4,129.95,362000.0,Centriniskolektorinis,Mūrinis,2021,
 Plačioji g.,Senamiestis,3,106.42,299000.0,Centriniskolektorinis,Mūrinis,2019,
 Gedimino pr.,Naujamiestis,2,42.33,144000.0,Centriniskolektorinis,Mūrinis,2018,
 Gedimino pr.,Naujamiestis,4,146.64,659966.0,Centriniskolektorinis,Mūrinis,2018,
 Kroatų g.,Kalnėnai,4,112,110000.0,Dujinis,Mūrinis,2018,
 Meistrų g.,Naujininkai,2,27,26000.0,Centrinis,Mūrinis,1985,
 Žygimantų g.,Senamiestis,5,145.01,413300.0,Centriniskolektorinis,Mūrinis,2021,
 Gedimino pr.,Naujamiestis,4,113.62,511300.0,Centriniskolektorinis,Mūrinis,2018,
 Pavilnionių g.,Pašilaičiai,2,38.91,59000.0,Centriniskolektorinis,Mūrinis,2019,
 Gedimino pr.,Naujamiestis,2,46.2,157080.0,Centriniskolektorinis,Mūrinis,2018,
 Plačioji g.,Senamiestis,2,50.27,151470.0,Centriniskolektorinis,Mūrinis,2019,
 Plačioji g.,Senamiestis,2,46.27,156900.0,Centriniskolektorinis,Mūrinis,2019,
 Antakalnio g.,Antakalnis,3,77.58,129000.0,Centriniskolektorinis,Mūrinis,2002,
 Antakalnio g.,Antakalnis,2,77.58,129000.0,Centriniskolektorinis,Mūrinis,2002,
 Daugėliškio g.,Šnipiškės,3,50,144999.0,Centrinis,Mūrinis,2016,
 Siesikų g.,Šeškinė,2,43.64,71700.0,Centriniskolektorinis,Kita,2019,
 Siesikų g.,Šeškinė,2,43.65,73400.0,Centriniskolektorinis,Kita,2019,
 Verkių g.,Verkiai,2,43.89,42000.0,Dujinis,Medinis,1938,
 Tilto g.,Senamiestis,1,31,58500.0,Elektra,Blokinis,1940,
 Tuskulėnų g.,Žirmūnai,1,36,60000.0,Centrinis,Mūrinis,1979,
 Siesikų g.,Šeškinė,1,30.69,52200.0,Centriniskolektorinis,Kita,2019,
 I. Kanto al.,Pilaitė,3,70.08,77000.0,Centrinis,Blokinis,1994,
 Algirdo g.,Naujamiestis,4,99,178000.0,Centrinis,Mūrinis,1965,
 Algirdo g.,Naujamiestis,4,99,178000.0,Centrinis,Mūrinis,1965,
 Bitėnų g.,Pilaitė,2,41,58900.0,Centriniskolektorinis,Mūrinis,2019,
 Bitėnų g.,Pilaitė,2,41,58900.0,Centriniskolektorinis,Mūrinis,2019,
 Žirmūnų g.,Žirmūnai,2,65.61,109000.0,Centriniskolektorinis,Monolitinis,2019,
 Žirmūnų g.,Žirmūnai,3,65.61,112000.0,Centriniskolektorinis,Monolitinis,2018,
 Žirmūnų g.,Žirmūnai,3,71.45,123400.0,Centriniskolektorinis,Monolitinis,2019,
 Žirmūnų g.,Žirmūnai,3,71.45,126000.0,Centriniskolektorinis,Monolitinis,2018,
 Trinapolio g.,Baltupiai,2,55,90700.0,Kita,Mūrinis,2019,
 Trinapolio g.,Žirmūnai,2,55,90700.0,Kita,Mūrinis,2019,
 Trinapolio g.,Žirmūnai,1,40.08,72140.0,Kita,Mūrinis,2019,
 Trinapolio g.,Baltupiai,1,40.08,72140.0,Kita,Mūrinis,2019,
 V. Grybo g.,Antakalnis,4,91.52,192120.0,Kita,Mūrinis,2019,
 V. Grybo g.,Antakalnis,4,91.33,192120.0,Geoterminis,Mūrinis,2019,
 Žirmūnų g.,Žirmūnai,4,93.5,153000.0,Centriniskolektorinis,Monolitinis,2019,
 M. K. Paco g.,Antakalnis,4,146.48,320000.0,Dujinis,Mūrinis,2002,
 Žirmūnų g.,Žirmūnai,5,86.77,144500.0,Centriniskolektorinis,Monolitinis,2019,
 Žirmūnų g.,Žirmūnai,5,86.77,147000.0,Centriniskolektorinis,Monolitinis,2018,
 Vaidilutės g.,Antakalnis,4,82.26,189000.0,Dujinis,Mūrinis,2019,
 Jonažolių g.,Lazdynėliai,3,79.9,147900.0,Centriniskolektorinis,Mūrinis,2009,
 Eitminų g.,Pašilaičiai,1,37.28,48500.0,Centrinis.centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,1,37.07,48000.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,1,36.85,48000.0,Centriniskolektorinis,Mūrinis,2018,
 Vaidilutės g.,Valakampiai,4,82.26,189000.0,Dujinis,Mūrinis,2019,
 Vaidilutės g.,Antakalnis,3,82.26,189000.0,Centriniskolektorinis,Mūrinis,2019,
 Vaidilutės g.,Valakampiai,3,82.26,189000.0,Dujinis,Mūrinis,2019,
 Eitminų g.,Pašilaičiai,2,53.26,65500.0,Centriniskolektorinis,Mūrinis,2018,
 Karklėnų g.,Naujoji Vilnia,3,74.39,90000.0,Centriniskolektorinis,Mūrinis,2016,
 Sausio 13-osios g.,Karoliniškės,2,37.07,79500.0,Centriniskolektorinis,Mūrinis,2018,
 Žirmūnų g.,Žirmūnai,2,53.01,89300.0,Centriniskolektorinis,Monolitinis,2019,
 Karklėnų g.,Naujoji Vilnia,2,45.43,65000.0,Centriniskolektorinis,Mūrinis,2016,
 Kviečių g.,Jeruzalė,3,76.83,139500.0,Centriniskolektorinis,Mūrinis,2018,
 Kviečių g.,Jeruzalė,3,76.83,139500.0,Centriniskolektorinis,Mūrinis,2018,
 Geležinio Vilko g.,Naujamiestis,1,17.86,19900.0,Centrinis,Monolitinis,1987,
 Konstitucijos pr.,Šnipiškės,2,78.18,230000.0,Centriniskolektorinis,Monolitinis,2004,
 Konstitucijos pr.,Žirmūnai,2,79,229900.0,Centriniskolektorinis,Monolitinis,2004,
 Konstitucijos pr.,Šnipiškės,2,78.18,230000.0,Centriniskolektorinis,Monolitinis,2004,
 Konstitucijos pr.,Žirmūnai,2,79,229900.0,Centriniskolektorinis,Monolitinis,2004,
 Kaštonų g.,Žvėrynas,2,68.09,211990.0,Centrinis,Mūrinis,1940,
 Kaštonų g.,Senamiestis,2,68.07,212000.0,Centrinis,Mūrinis,1940,
 Justiniškių g.,Pašilaičiai,2,65.33,99000.0,Centrinis,Blokinis,2008,
 Justiniškių g.,Justiniškės,2,65.33,99000.0,Centrinis,Blokinis,2008,
 Jaunimo skg.,Grigiškės,1,18,17000.0,Centrinis,Mūrinis,1971,
 Savanorių pr.,Naujamiestis,3,75,96000.0,Centrinis,Mūrinis,1959,
 J. Basanavičiaus g.,Naujamiestis,2,57,110000.0,Centrinis,Mūrinis,1940,
 Bitėnų g.,Pilaitė,2,51,94000.0,Centriniskolektorinis,Mūrinis,2018,
 Bitėnų g.,Pilaitė,2,50.95,94000.0,Centriniskolektorinis,Mūrinis,2019,
 Naugarduko g.,Naujamiestis,2,22,61000.0,Centrinis,Mūrinis,1940,
 Naugarduko g.,Senamiestis,1,22,61000.0,Centrinis,Mūrinis,1940,
 Genių g.,Naujoji Vilnia,1,33,38499.0,Centrinis,Blokinis,1968,
 Genių g.,Naujoji Vilnia,1,33,39999.0,Centrinis,Blokinis,1983,
 Kalvarijų g.,Šnipiškės,1,33.17,52000.0,Centrinis,Blokinis,1968,
 Jaunystės g.,Pagiriai,4,80,69000.0,Kita,Kita,2019,
 Taikos g.,Justiniškės,2,50.39,56000.0,Centrinis,Blokinis,1983,
 Dariaus ir Girėno g.,Naujininkai,1,27.2,34500.0,Centrinis,Blokinis,1973,
 Architektų g.,Lazdynai,3,71.51,78000.0,Centrinis,Blokinis,1982,
 Kalvarijų g.,Baltupiai,1,18.92,16500.0,Centrinis,Mūrinis,1974,
 Ukmergės g.,Pašilaičiai,2,63,80000.0,Centriniskolektorinis,Mūrinis,2006,
 Nemenčinės pl.,Antakalnis,4,166,369000.0,Centriniskolektorinis,Monolitinis,2017,
 Saulėtekio al.,Saulėtekis,4,94.6,169000.0,Centrinis,Mūrinis,1994,
 Saulėtekio al.,Antakalnis,4,94.6,169000.0,Centrinis,Mūrinis,1994,
 Girulių g.,Fabijoniškės,3,62,79500.0,Centriniskolektorinis,Mūrinis,2008,
 Girulių g.,Pašilaičiai,3,62,79500.0,Centriniskolektorinis,Mūrinis,2008,
 Tauro g.,Senamiestis,5,99.65,194900.0,Dujinis.centrinis,Mūrinis,1959,
 Tauro g.,Naujamiestis,5,99.65,194900.0,Centrinis,Mūrinis,1959,
 Laisvės pr.,Pašilaičiai,1,35.84,47990.0,Centriniskolektorinis,Blokinis,1991,
 Tuskulėnų g.,Žirmūnai,2,47,79000.0,Centrinis,Blokinis,1970,
 Perkūnkiemio g.,Fabijoniškės,2,52,86000.0,Centriniskolektorinis,Blokinis,2017,
 Perkūnkiemio g.,Pašilaičiai,2,52,86000.0,Centriniskolektorinis,Blokinis,2017,
 Valonų g.,Kalnėnai,3,75,82000.0,Dujinis,Mūrinis,2019,
 J. Bielinio g.,Naujininkai,3,55,57000.0,Elektra,Mūrinis,1977,
 Dociškių g.,Pašilaičiai,2,48,68900.0,Centriniskolektorinis,Mūrinis,2017,
 Bistryčios g.,Antakalnis,2,34.44,57000.0,Centrinis,Mūrinis,1970,
 Bistryčios g.,Antakalnis,2,34.44,57000.0,Centrinis,Mūrinis,1970,
 Šermukšnių g.,Senamiestis,2,87.53,140000.0,Elektra,Mūrinis,1940,
 Liepyno g.,Žvėrynas,2,59.1,122000.0,Dujinis,Mūrinis,1957statyba.2018renovacija,
 Saulėtekio al.,Antakalnis,3,93.6,139900.0,Centriniskolektorinis,Mūrinis,1994,
 T. Ševčenkos g.,Naujamiestis,2,38.15,65000.0,Centrinis,Mūrinis,1958,
 Polocko g.,Užupis,1,17,60000.0,Elektra,Mūrinis,1940,
 Žirmūnų g.,Žirmūnai,2,48,57500.0,Centrinis,Blokinis,1965,
 Gynėjų g.,Senamiestis,2,67.01,142000.0,Centriniskolektorinis,Mūrinis,2006,
 Įsruties g.,Pilaitė,2,50,95000.0,Centriniskolektorinis,Mūrinis,2018,
 Olandų g.,Užupis,3,53,125000.0,Centriniskolektorinis,Mūrinis,2020,
 Olandų g.,Užupis,4,85.4,199000.0,Centriniskolektorinis,Mūrinis,2020,
 Olandų g.,Užupis,4,86,199000.0,Centriniskolektorinis,Mūrinis,2020,
 Olandų g.,Užupis,2,46.8,110000.0,Centriniskolektorinis,Mūrinis,2020,
 Olandų g.,Užupis,2,35.2,89000.0,Centriniskolektorinis,Mūrinis,2020,
 Olandų g.,Užupis,1,23.5,60000.0,Centriniskolektorinis,Mūrinis,2020,
 Baltupio g.,Baltupiai,4,78.33,76000.0,Centrinis,Mūrinis,1978,
 Baltupio g.,Jeruzalė,4,78.33,76000.0,Centrinis,Mūrinis,1978,
 Vytenio g.,Naujamiestis,3,58,73000.0,Centrinis,Blokinis,1961,
 Gedimino pr.,Naujamiestis,3,117,699000.0,Centriniskolektorinis,Mūrinis,2018,
 Kviečių g.,Jeruzalė,3,84.74,135580.0,Centriniskolektorinis,Mūrinis,2018,
 Tauro g.,Naujamiestis,2,54,175000.0,Centrinis,Mūrinis,1959,
 Parko g.,Naujoji Vilnia,2,43,55000.0,Centrinis,Mūrinis,1962,
 Kroatų g.,Kalnėnai,4,112,110000.0,Dujinis,Mūrinis,2019,
 Laisvės pr.,Pašilaičiai,2,42.38,64000.0,Centriniskolektorinis,Mūrinis,2019,
 Peteliškių g.,Filaretai,1,33.73,65000.0,Centrinis,Mūrinis,1979statyba.2019renovacija,
 Peteliškių g.,Antakalnis,1,33.73,65000.0,Centrinis,Mūrinis,1979statyba.2019renovacija,
 Peteliškių g.,Užupis,1,33.73,65000.0,Centrinis,Mūrinis,1979,
 Bitininkų g.,Baltupiai,4,96.38,127000.0,Dujinis,Mūrinis,2000,
 Bitininkų g.,Jeruzalė,4,96.38,127000.0,Dujinis,Mūrinis,2000,
 Balžio g.,Antakalnis,5,196.06,289000.0,Geoterminis,Mūrinis,2001,
 Aušros Vartų g.,Senamiestis,2,64,219000.0,Dujinis,Mūrinis,1940,
 Kazio Ulvydo g.,Baltupiai,3,66.44,199000.0,Centriniskolektorinis,Mūrinis,2015,
 Baltupio g.,Baltupiai,1,17.68,22000.0,Centrinis,Mūrinis,1984,
 Kalvarijų g.,Baltupiai,1,18,27900.0,Centrinis,Mūrinis,1973,
 Kalvarijų g.,Šnipiškės,1,18,27900.0,Centrinis,Mūrinis,1973,
 Parko g.,Naujoji Vilnia,1,22,27200.0,Centrinis,Mūrinis,1977,
 Markučių g.,Senamiestis,5,130.9,295000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Užupis,4,130.9,295000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Užupis,5,130.9,295000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Markučiai,4,130.9,295000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Senamiestis,5,144.63,445000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Užupis,5,144.63,445000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Senamiestis,5,142.37,325000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Užupis,5,142.37,325000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Aukštaičių g.,Senamiestis,5,126.18,567780.0,Centriniskolektorinis,Mūrinis,2019,
 Aukštaičių g.,Senamiestis,3,71.12,223198.0,Centriniskolektorinis,Mūrinis,2019,
 Šv. Mikalojaus g.,Senamiestis,3,75.4,259000.0,Dujinis,Mūrinis,1940,
 D. Poškos g.,Žvėrynas,2,39.77,109000.0,Dujinis,Medinis,1913,
 Giedraičių g.,Šnipiškės,2,53.99,88500.0,Centriniskolektorinis,Blokinis,2019,
 Siesikų g.,Šeškinė,1,30.41,60600.0,Centriniskolektorinis,Kita,2019,
 Giedraičių g.,Šnipiškės,3,61.89,110600.0,Centriniskolektorinis,Blokinis,2019,
 Mykolo Sleževičiaus g.,Visoriai,3,60.9,94500.0,Centriniskolektorinis,Mūrinis,2019,
 Algimanto Petro Kavoliuko g.,Karoliniškės,3,63.8,69000.0,Centrinis,Blokinis,1973,
 Aukštaičių g.,Senamiestis,3,74.46,206342.0,Centriniskolektorinis,Mūrinis,2019,
 Šešėlių g.,Aukštieji Paneriai,2,46.54,44000.0,Kietukuru,Mūrinis,1977,
 Šešėlių g.,Aukštieji Paneriai,2,46.54,44000.0,Kietukuru,Mūrinis,1977,
 M. K. Čiurlionio g.,Naujamiestis,4,198,890000.0,Centriniskolektorinis,Mūrinis,2016,
 M. K. Čiurlionio g.,Senamiestis,4,198,890000.0,Centriniskolektorinis,Mūrinis,2016,
 Brolių g.,Naujininkai,3,70,130000.0,Dujinis,Mūrinis,2013,
 Brolių g.,Naujininkai,3,70,130000.0,Dujinis,Mūrinis,1970statyba.2016renovacija,
 Paribio g.,Žvėrynas,3,72,174000.0,Centriniskolektorinis,Mūrinis,2007,
 Lazdynų g.,Lazdynai,2,54,58860.0,Centrinis,Mūrinis,1974,
 A. Jaroševičiaus g.,Naujininkai,2,38.6,17400.0,Dujinis,Medinis,1940,
 A. Jaroševičiaus g.,Naujininkai,3,39.58,17453.0,Kietukuru,Medinis,1940,
 Meistrų g.,Naujininkai,1,336.96,329000.0,Dujinis,Mūrinis,1985,
 Pamėnkalnio g.,Senamiestis,1,30,79500.0,Centrinis,Mūrinis,1940statyba.2017renovacija,
 Jurgio Baltrušaičio g.,Pašilaičiai,3,108,119900.0,Elektra.kietukuru,Mūrinis,2000,
 Geležinio Vilko g.,Naujamiestis,3,63.31,103000.0,Centriniskolektorinis,Mūrinis,2016,
 Perkūnkiemio g.,Pašilaičiai,2,50,80000.0,Centriniskolektorinis,Blokinis,2017,
 Fabijoniškių g.,Fabijoniškės,2,50.4,68000.0,Centrinis,Blokinis,1992,
 Ukmergės g.,Šeškinė,3,62,65900.0,Centrinis,Blokinis,1979,
 Pamėnkalnio g.,Senamiestis,4,92,223000.0,Centrinis,Mūrinis,1914,
 Panevėžio g.,Naujininkai,2,36,45000.0,Centrinis,Mūrinis,2015,
 Petro Rimšos g.,Antakalnis,3,93,175000.0,Elektra,Mūrinis,1997,
 Vytauto Vaitkaus g.,Karoliniškės,4,83,83000.0,Centrinis,Blokinis,1974,
 Žirgo g.,Antakalnis,3,69,95000.0,Dujinis,Mūrinis,2017,
 Žirgo g.,Antakalnis,3,69,89500.0,Dujinis,Mūrinis,2017,
 Žirgo g.,Antakalnis,3,69,95000.0,Dujinis,Mūrinis,2017,
 Žirgo g.,Antakalnis,3,68,95000.0,Dujinis,Mūrinis,2017,
 Justiniškių g.,Pašilaičiai,3,62,120000.0,Centriniskolektorinis,Mūrinis,2008,
 P. Vileišio g.,Antakalnis,2,45,61000.0,Centrinis,Mūrinis,1963,
 Lazdynėlių g.,Lazdynėliai,1,26.85,43000.0,Centriniskolektorinis,Mūrinis,2019,
 A. Jakšto g.,Senamiestis,5,117.22,477888.0,Centriniskolektorinis,Mūrinis,2006,
 A. Jakšto g.,Naujamiestis,5,117.22,477888.0,Centriniskolektorinis.centrinis,Mūrinis,2006,
 A. Jakšto g.,Senamiestis,5,117.22,477888.0,Centriniskolektorinis,Mūrinis,2006,
 Mindaugo g.,Naujamiestis,2,50,125000.0,Centriniskolektorinis,Mūrinis,2013,
 P. Vileišio g.,Antakalnis,2,45,62500.0,Centrinis,Blokinis,1963,
 Šaltinių g.,Senamiestis,4,85,350000.0,Centriniskolektorinis,Mūrinis,2016,
 Šaltinių g.,Senamiestis,3,85,350000.0,Centriniskolektorinis,Mūrinis,2016,
 Kauno g.,Naujamiestis,3,67,138000.0,Dujinis,Medinis,1940,
 Trakėnų g.,Pilaitė,3,65,90000.0,Dujinis,Mūrinis,2014,
 Perkūnkiemio g.,Pašilaičiai,3,60,95000.0,Centriniskolektorinis,Blokinis,2017,
 Juozo Balčikonio g.,Baltupiai,2,44,130000.0,Centriniskolektorinis,Mūrinis,2012,
 Giedraičių g.,Šnipiškės,1,36.03,54000.0,Centriniskolektorinis,Kita,2018,
 Šv. Mikalojaus g.,Senamiestis,2,40.6,161000.0,Dujinis,Mūrinis,1940,
 Šilutės g.,Šnipiškės,3,48,41900.0,Kietukuru,Medinis,1940,
 Leičių g.,Pašilaičiai,3,67.57,78000.0,Centriniskolektorinis,Mūrinis,2019,
 Užupio g.,Užupis,5,211,685000.0,Dujinis.kita,Mūrinis,1900,
 Kviečių g.,Jeruzalė,2,52.26,85180.0,Centriniskolektorinis,Mūrinis,2018,
 Saulės g.,Avižieniai,3,100,85000.0,Dujinis,Mūrinis,2014,
 Saulės g.,Avižienių k.,3,100,85000.0,Dujinis,Mūrinis,2014,
 Pamėnkalnio g.,Naujamiestis,3,80,169000.0,Dujinis,Mūrinis,1914,
 Panevėžio g.,Naujininkai,2,46,64400.0,Kita,Monolitinis,2019,
 Panevėžio g.,Naujininkai,2,53,74200.0,Kita,Monolitinis,2019,
 Justiniškių g.,Justiniškės,2,32.46,59900.0,Centriniskolektorinis,Blokinis,2017,
 Pavilnionių g.,Pašilaičiai,2,32.46,59900.0,Centriniskolektorinis,Blokinis,2017,
 Pavilnionių g.,Pašilaičiai,1,32.46,59900.0,Centriniskolektorinis,Blokinis,2017,
 Linksmoji g.,Naujoji Vilnia,3,71.78,79000.0,Centrinis,Mūrinis,1998,
 Justiniškių g.,Justiniškės,1,40,47000.0,Centrinis,Blokinis,1986,
 Naugarduko g.,Naujamiestis,2,39.57,99300.0,Centrinis,Mūrinis,1940,
 Taikos g.,Justiniškės,2,66.84,118900.0,Centriniskolektorinis,Mūrinis,2006,
 Naujoji g.,Naujoji Vilnia,2,43,36000.0,Dujinis.kietukuru,Mūrinis,1958,
 Olandų g.,Užupis,3,63,109000.0,Centrinis,Mūrinis,1975,
 Grigalaukio g.,Pašilaičiai,2,50.24,71500.0,Centriniskolektorinis,Mūrinis,2018,
 Grigalaukio g.,Pašilaičiai,2,36.73,57000.0,Centriniskolektorinis,Mūrinis,2018,
 Grigalaukio g.,Justiniškės,2,36.52,57000.0,Centriniskolektorinis,Mūrinis,2018,
 Taikos g.,Justiniškės,3,67,64900.0,Centrinis,Blokinis,1984,
 J. Basanavičiaus g.,Naujamiestis,2,28,59999.0,Centrinis,Mūrinis,1940,
 Subačiaus g.,Markučiai,1,30.63,55200.0,Dujinis,Blokinis,2018,
 Savanorių pr.,Naujamiestis,3,68.93,70000.0,Centrinis,Blokinis,1976,
 Lazdynėlių g.,Lazdynėliai,3,74.25,119000.0,Dujinis,Mūrinis,2017,
 Pylimo g.,Senamiestis,4,91.81,318617.0,Centriniskolektorinis,Mūrinis,2019,
 Utenos g.,Šnipiškės,4,80.87,127462.0,Centrinis,Mūrinis,2019,
 Pylimo g.,Senamiestis,4,137.94,489059.0,Centrinis,Mūrinis,2019,
 Pylimo g.,Senamiestis,4,137.94,489059.0,Centrinis,Mūrinis,2019,
 Šnipiškių g.,Šnipiškės,1,31.91,65965.0,Centrinis,Mūrinis,2019,
 Utenos g.,Šnipiškės,2,35.46,72943.0,Centrinis,Mūrinis,2019,
 Šv. Stepono g.,Senamiestis,2,40.17,48000.0,Kietukuru,Mūrinis,1940,
 Utenos g.,Šnipiškės,2,51.35,102535.0,Centrinis,Mūrinis,2019,
 Savanorių pr.,Naujamiestis,2,78.89,195000.0,Centriniskolektorinis,Monolitinis,2009,
 Antano Tumėno g.,Naujamiestis,3,135,600000.0,Centriniskolektorinis,Blokinis,2007,
 Krivūlės g.,Užupis,2,35,114000.0,Kita.dujinis,Mūrinis,2015,
 Krivūlės g.,Senamiestis,2,35,114000.0,Kita.dujinis,Mūrinis,2015,
 Naugarduko g.,Senamiestis,4,81.79,265817.0,Centriniskolektorinis.centrinis,Mūrinis,2018,
 Šaltinių g.,Senamiestis,3,77.5,159000.0,Centrinis,Mūrinis,1940,
 Šaltinių g.,Senamiestis,3,77.5,159000.0,Centrinis,Mūrinis,1940,
 Naugarduko g.,Senamiestis,3,63.43,191685.0,Centriniskolektorinis.centrinis,Mūrinis,2018,
 T. Kosciuškos g.,Antakalnis,2,50,139000.0,Kita.dujinis,Mūrinis,2010,
 Gedimino pr.,Senamiestis,1,32,130000.0,Elektra,Mūrinis,2011,
 Rato g.,Valakampiai,2,48.89,102300.0,Dujinis,Mūrinis,2019,
 Utenos g.,Šnipiškės,3,51.86,90806.0,Centrinis,Mūrinis,2019,
 Utenos g.,Šnipiškės,3,56.04,108995.0,Centrinis,Mūrinis,2019,
 Ateities g.,Fabijoniškės,2,54.67,97500.0,Centriniskolektorinis,Mūrinis,2018,
 Architektų g.,Lazdynai,1,33,46700.0,Centrinis,Blokinis,1972,
 Didlaukio g.,Baltupiai,2,49.17,75000.0,Centrinis,Blokinis,1978,
 J. Tiškevičiaus g.,Trakų Vokė,3,53.47,39900.0,Centrinis,Blokinis,1992,
 Savanorių pr.,Naujamiestis,1,21,35400.0,Centrinis,Blokinis,1971,
 Algirdo g.,Naujamiestis,3,76,139999.0,Centriniskolektorinis,Mūrinis,1914,
 Vokiečių g.,Senamiestis,4,121,359000.0,Dujinis,Mūrinis,1942,
 Nemenčinės pl.,Antakalnis,1,12,17500.0,Centrinis,Mūrinis,1974,
 Igno Šimulionio g.,Karoliniškės,2,78,171900.0,Centriniskolektorinis,Mūrinis,2015,
 Architektų g.,Lazdynai,3,63.8,59500.0,Centrinis,Blokinis,1970,
 Utenos g.,Šnipiškės,4,77.87,140862.0,Centriniskolektorinis,Mūrinis,2019,
 Statybininkų g.,Naujamiestis,2,51.42,71000.0,Centriniskolektorinis,Mūrinis,2020,
 Kernavės g.,Šnipiškės,2,43.92,79100.0,Centriniskolektorinis,Mūrinis,2020,
 Justiniškių g.,Justiniškės,4,114,95000.0,Elektra.kietukuru,Mūrinis,2000,
 Kernavės g.,Šnipiškės,3,68.32,150600.0,Centriniskolektorinis,Mūrinis,2020,
 Kernavės g.,Šnipiškės,3,56.37,110500.0,Centriniskolektorinis,Mūrinis,2020,
 Tujų g.,Viršuliškės,2,47,61900.0,Centrinis,Blokinis,1978,
 Kernavės g.,Šnipiškės,2,40.9,87300.0,Centriniskolektorinis,Mūrinis,2020,
 Kernavės g.,Šnipiškės,2,43.22,82800.0,Centriniskolektorinis,Mūrinis,2020,
 Gelvonų g.,Šeškinė,2,51,65000.0,Centriniskolektorinis,Blokinis,1981,
 Kernavės g.,Šnipiškės,3,70.11,126200.0,Centriniskolektorinis,Mūrinis,2020,
 Švenčionių g.,Senamiestis,2,38.22,79000.0,Dujinis,Mūrinis,1897,
 Kernavės g.,Šnipiškės,3,80.22,189300.0,Centriniskolektorinis,Mūrinis,2020,
 Kernavės g.,Šnipiškės,3,80.22,189300.0,Centriniskolektorinis,Mūrinis,2020,
 Architektų g.,Lazdynai,4,88,85000.0,Centrinis,Monolitinis,1982,
 Karaliaučiaus g.,Pilaitė,3,70.15,68900.0,Centrinis,Blokinis,1994,
 Baltupio g.,Jeruzalė,4,143,170000.0,Centrinis,Mūrinis,2000,
 Gabijos g.,Pašilaičiai,3,63,88000.0,Centrinis,Blokinis,1987,
 Saulenių g.,Naujoji Vilnia,3,82.47,70000.0,Dujinis,Mūrinis,2008,
 Krivių g.,Užupis,1,29,25000.0,Dujinis,Medinis,1968,
 Kauno g.,Senamiestis,2,40,104000.0,Centriniskolektorinis,Mūrinis,2017,
 Vytauto g.,Žvėrynas,4,79.16,160000.0,Dujinis,Medinis,1940,
 Iždo g.,Visoriai,2,52.15,46000.0,Dujinis,Mūrinis,1940,
 Žirmūnų g.,Žirmūnai,2,44,60000.0,Centrinis,Blokinis,1967,
 Genių g.,Naujoji Vilnia,4,80.89,80000.0,Centrinis,Mūrinis,1979,
 P. Vileišio g.,Antakalnis,3,56.74,71000.0,Centrinis,Blokinis,1963,
 Polocko g.,Užupis,5,125,287000.0,Centrinis,Mūrinis,1940,
 Viršuliškių g.,Viršuliškės,1,33,46000.0,Centrinis,Blokinis,1997,
 Polocko g.,Užupis,2,54,106000.0,Centrinis,Mūrinis,1940,
 Mielagėnų g.,Senamiestis,3,80.5,255000.0,Dujinis,Mūrinis,1914,
 Pašilaičių g.,Pašilaičiai,3,62.1,93000.0,Dujinis,Blokinis,2002,
 Savanorių pr.,Naujamiestis,3,81.2,107000.0,Centrinis,Mūrinis,1954,
 Rodūnios kel.,Naujininkai,1,24,13500.0,Centrinis,Mūrinis,1970,
 Rodūnios kel.,Naujininkai,1,22.83,18700.0,Centrinis,Mūrinis,1978,
 Sporto g.,Žirmūnai,3,90.13,158000.0,Dujinis,Mūrinis,2003,
 Kalvarijų g.,Šnipiškės,3,51.3,70000.0,Kietukuru,Mūrinis,1940,
 Fabijoniškių g.,Fabijoniškės,2,49.7,79000.0,Centrinis,Blokinis,1989,
